线路号: 1120
车辆编号	驾驶员编号
1026.0		1327
1026.0		1331
1027.0		937
1027.0		1323
1028.0		1334
1028.0		990
1029.0		892
1030.0		1800
1031.0		1490
1033.0		1326
1033.0		1337
1034.0		2092
1034.0		1909
1035.0		1675
1035.0		1640
1036.0		901
1037.0		1330
1038.0		966
1038.0		1676
1039.0		1350
1039.0		1252
1040.0		1536
1040.0		1370
1041.0		1909
1041.0		1709
1042.0		2164
1043.0		1335
1044.0		1329
1045.0		1411
1047.0		992
1047.0		1342
1048.0		2309
10052.0		1241
