线路号: 1113
车辆编号	驾驶员编号
1254.0		1005
1309.0		1591
1310.0		1580
1311.0		1576
1313.0		1332
1314.0		1347
1315.0		1037
1316.0		1024
1317.0		1789
1318.0		943
1319.0		1017
1320.0		1302
1321.0		1714
1322.0		926
1324.0		1363
1326.0		1019
1328.0		939
1329.0		2105
1330.0		1923
1331.0		1250
1332.0		1483
1333.0		1244
1334.0		1023
1335.0		1035
1336.0		2166
1337.0		1010
1338.0		1892
1340.0		1916
1341.0		1026
1342.0		1652
1344.0		2267
1345.0		1322
1346.0		1031
1347.0		1649
