线路号: 1117
车辆编号	驾驶员编号
2002.0		2264
2003.0		1095
2004.0		1061
2005.0		1106
2006.0		1011
2007.0		1653
2009.0		1648
2010.0		1110
2011.0		1033
2012.0		938
2013.0		1053
2014.0		1258
2015.0		2082
2016.0		1082
2017.0		1004
2018.0		1079
2019.0		2269
2020.0		1098
2021.0		1094
2022.0		1083
2023.0		1585
2024.0		1348
2025.0		1574
2026.0		1590
2027.0		1583
2028.0		1638
2105.0		1034
2106.0		2194
2107.0		1913
2108.0		1915
